"subject","body","type","priority","snowflake_level","language"
"[TKT-00149] api gateway - misses scheduled tasks","El equipo de support reporta que api gateway misses scheduled tasks after token refresh. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00149.","Request","medium","MEDIUM","es"
"[TKT-00150] etl pipeline - is slow under load","El equipo de security reporta que etl pipeline is slow under load after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00150.","Request","high","MEDIUM","es"
"[TKT-00151] mobile app - fails validation","Das Team support meldet, dass mobile app fails validation while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00151.","Problem","high","BASIC","de"
"[TKT-00152] web dashboard - fails validation","Das Team hr meldet, dass web dashboard fails validation after token refresh. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00152.","Incident","high","MEDIUM","de"
"[TKT-00153] reporting job - fails validation","Team analytics reports that reporting job fails validation after role changes. Please investigate and provide mitigation steps. Internal reference TKT-00153.","Problem","medium","MEDIUM","en"
"[TKT-00154] search index - creates duplicate entries","Das Team product meldet, dass search index creates duplicate entries while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00154.","Problem","high","BASIC","de"
"[TKT-00155] data sync - is slow under load","Team finance reports that data sync is slow under load when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-00155.","Incident","medium","MEDIUM","en"
"[TKT-00156] crm connector - drops connection","El equipo de analytics reporta que crm connector drops connection when uploading csv files. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00156.","Problem","low","BASIC","es"
"[TKT-00157] mobile app - shows stale data","Team ops reports that mobile app shows stale data during background sync. Please investigate and provide mitigation steps. Internal reference TKT-00157.","Problem","low","PRO","en"
"[TKT-00158] billing service - returns 500 error","El equipo de sales reporta que billing service returns 500 error after cache clear. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00158.","Request","high","PRO","es"
"[TKT-00159] notification worker - breaks session state","Team ops reports that notification worker breaks session state after role changes. Please investigate and provide mitigation steps. Internal reference TKT-00159.","Problem","medium","BASIC","en"
"[TKT-00160] notification worker - shows stale data","Team finance reports that notification worker shows stale data during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-00160.","Problem","high","PRO","en"
"[TKT-00161] notification worker - has intermittent errors","Team sales reports that notification worker has intermittent errors while generating monthly reports. Please investigate and provide mitigation steps. Internal reference TKT-00161.","Request","medium","PRO","en"
"[TKT-00162] etl pipeline - shows stale data","El equipo de finance reporta que etl pipeline shows stale data during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00162.","Problem","medium","PRO","es"
"[TKT-00163] notification worker - drops connection","Das Team hr meldet, dass notification worker drops connection when uploading csv files. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00163.","Request","low","MEDIUM","de"
"[TKT-00164] billing service - fails validation","Das Team support meldet, dass billing service fails validation after role changes. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00164.","Problem","medium","PRO","de"
"[TKT-00165] mobile app - misses scheduled tasks","Team sales reports that mobile app misses scheduled tasks when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-00165.","Incident","low","MEDIUM","en"
"[TKT-00166] crm connector - cannot export report","Team hr reports that crm connector cannot export report during background sync. Please investigate and provide mitigation steps. Internal reference TKT-00166.","Incident","high","MEDIUM","en"
"[TKT-00167] payment processor - has intermittent errors","Team finance reports that payment processor has intermittent errors when uploading csv files. Please investigate and provide mitigation steps. Internal reference TKT-00167.","Request","low","PRO","en"
"[TKT-00168] payment processor - drops connection","El equipo de security reporta que payment processor drops connection when processing bulk updates. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00168.","Request","high","BASIC","es"
"[TKT-00169] web dashboard - is slow under load","Team support reports that web dashboard is slow under load during peak traffic. Please investigate and provide mitigation steps. Internal reference TKT-00169.","Problem","low","PRO","en"
"[TKT-00170] search index - cannot export report","El equipo de hr reporta que search index cannot export report after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00170.","Request","low","PRO","es"
"[TKT-00171] payment processor - rejects valid input","Das Team product meldet, dass payment processor rejects valid input when processing bulk updates. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00171.","Problem","medium","PRO","de"
"[TKT-00172] api gateway - returns 500 error","Team hr reports that api gateway returns 500 error during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-00172.","Problem","high","MEDIUM","en"
"[TKT-00173] data sync - rejects valid input","Das Team ops meldet, dass data sync rejects valid input while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00173.","Problem","high","BASIC","de"
"[TKT-00174] auth service - cannot export report","Das Team analytics meldet, dass auth service cannot export report while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00174.","Problem","medium","BASIC","de"
"[TKT-00175] api gateway - drops connection","El equipo de hr reporta que api gateway drops connection when processing bulk updates. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00175.","Incident","high","MEDIUM","es"
"[TKT-00176] reporting job - misses scheduled tasks","El equipo de security reporta que reporting job misses scheduled tasks when processing bulk updates. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00176.","Problem","high","PRO","es"
"[TKT-00177] mobile app - fails validation","Das Team product meldet, dass mobile app fails validation while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00177.","Incident","medium","PRO","de"
"[TKT-00178] search index - is slow under load","El equipo de hr reporta que search index is slow under load after token refresh. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00178.","Problem","low","PRO","es"
"[TKT-00179] payment processor - cannot export report","El equipo de analytics reporta que payment processor cannot export report while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00179.","Request","high","MEDIUM","es"
"[TKT-00180] notification worker - misses scheduled tasks","Das Team sales meldet, dass notification worker misses scheduled tasks after role changes. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00180.","Problem","medium","MEDIUM","de"
"[TKT-00181] data sync - cannot export report","El equipo de product reporta que data sync cannot export report when uploading csv files. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00181.","Request","low","BASIC","es"
"[TKT-00182] mobile app - breaks session state","Team finance reports that mobile app breaks session state after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-00182.","Request","low","BASIC","en"
"[TKT-00183] billing service - is slow under load","Das Team product meldet, dass billing service is slow under load after latest deploy. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-00183.","Request","medium","MEDIUM","de"
"[TKT-00184] reporting job - has intermittent errors","El equipo de finance reporta que reporting job has intermittent errors after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-00184.","Request","medium","PRO","es"
